"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 13 18:51:22 GMT 2023","Wed Sep 13 18:51:27 GMT 2023","4207","","Login Page","","login","","A user can login","Location - features/login.feature:3"
